Number,City,Gender,Age,Income,Illness
125791,Washington D.C.,Female,35,70448,No
125792,Washington D.C.,Male,61,78402,No
125793,Washington D.C.,Male,36,64272,Yes
125794,Washington D.C.,Male,43,83242,No
125795,Washington D.C.,Female,43,74079,No
125796,Washington D.C.,Female,45,69036,Yes
125797,Washington D.C.,Female,56,58313,No
125798,Washington D.C.,Female,55,59177,No
125799,Washington D.C.,Male,55,76303,No
125800,Washington D.C.,Male,63,69986,No
125801,Washington D.C.,Male,45,77408,No
125802,Washington D.C.,Female,40,73766,No
125803,Washington D.C.,Male,33,69165,No
125804,Washington D.C.,Male,56,65096,No
125805,Washington D.C.,Female,27,49077,No
125806,Washington D.C.,Female,29,64790,No
125807,Washington D.C.,Male,62,51388,No
125808,Washington D.C.,Female,61,69677,No
125809,Washington D.C.,Male,54,68334,No
125810,Washington D.C.,Male,44,75516,No
125811,Washington D.C.,Female,62,48972,Yes
125812,Washington D.C.,Male,63,72399,No
125813,Washington D.C.,Male,49,70838,No
125814,Washington D.C.,Female,63,73828,No
125815,Washington D.C.,Male,25,74280,No
125816,Washington D.C.,Female,26,58043,No
125817,Washington D.C.,Female,35,63397,No
125818,Washington D.C.,Male,49,85551,No
125819,Washington D.C.,Male,26,60460,No
125820,Washington D.C.,Male,44,79565,No
125821,Washington D.C.,Male,37,88661,No
125822,Washington D.C.,Male,36,65934,No
125823,Washington D.C.,Female,52,63594,No
125824,Washington D.C.,Male,32,74942,No
125825,Washington D.C.,Male,32,70226,No
125826,Washington D.C.,Female,41,64305,No
125827,Washington D.C.,Male,30,80204,No
125828,Washington D.C.,Male,59,83355,No
125829,Washington D.C.,Female,44,56990,No
125830,Washington D.C.,Male,56,67683,No
125831,Washington D.C.,Female,38,64864,No
125832,Washington D.C.,Male,31,70351,No
125833,Washington D.C.,Male,40,72972,No
125834,Washington D.C.,Male,61,66601,No
125835,Washington D.C.,Male,53,71662,No
125836,Washington D.C.,Female,52,69540,No
125837,Washington D.C.,Male,52,69632,No
125838,Washington D.C.,Female,42,67545,No
125839,Washington D.C.,Male,44,85923,No
125840,Washington D.C.,Female,26,63690,No
125841,Washington D.C.,Female,58,65047,Yes
125842,Washington D.C.,Female,43,66035,No
125843,Washington D.C.,Female,53,55720,No
125844,Washington D.C.,Female,49,74090,No
125845,Washington D.C.,Female,36,61356,Yes
125846,Washington D.C.,Male,64,78369,No
125847,Washington D.C.,Male,29,69199,No
125848,Washington D.C.,Male,60,70007,No
125849,Washington D.C.,Male,30,50297,No
125850,Washington D.C.,Female,64,76385,No
125851,Washington D.C.,Male,43,85346,No
125852,Washington D.C.,Male,35,58363,No
125853,Washington D.C.,Male,44,73851,No
125854,Washington D.C.,Male,30,71042,No
125855,Washington D.C.,Male,40,72013,No
125856,Washington D.C.,Male,64,79419,No
125857,Washington D.C.,Male,58,84707,No
125858,Washington D.C.,Female,44,62623,No
125859,Washington D.C.,Female,49,48140,No
125860,Washington D.C.,Male,26,66700,No
125861,Washington D.C.,Male,60,76405,No
125862,Washington D.C.,Male,59,59755,No
125863,Washington D.C.,Female,44,62526,No
125864,Washington D.C.,Male,44,65289,No
125865,Washington D.C.,Male,45,78205,No
125866,Washington D.C.,Female,44,84506,No
125867,Washington D.C.,Female,40,73210,No
125868,Washington D.C.,Female,64,57053,No
125869,Washington D.C.,Male,35,83815,Yes
125870,Washington D.C.,Male,53,76485,No
125871,Washington D.C.,Female,63,76511,No
125872,Washington D.C.,Female,32,66435,No
125873,Washington D.C.,Male,58,79798,No
125874,Washington D.C.,Female,26,68477,No
125875,Washington D.C.,Female,25,83589,No
125876,Washington D.C.,Female,44,67891,No
125877,Washington D.C.,Male,41,70314,No
125878,Washington D.C.,Female,59,72243,No
125879,Washington D.C.,Male,64,81714,No
125880,Washington D.C.,Female,50,43891,No
125881,Washington D.C.,Female,46,54557,No
125882,Washington D.C.,Male,45,80118,No
125883,Washington D.C.,Female,60,49122,No
125884,Washington D.C.,Male,29,75545,No
125885,Washington D.C.,Male,60,82925,No
125886,Washington D.C.,Male,44,61740,No
125887,Washington D.C.,Female,25,68551,No
125888,Washington D.C.,Male,56,69090,No
125889,Washington D.C.,Male,53,77417,No
125890,Washington D.C.,Female,49,96300,Yes
125891,Washington D.C.,Female,32,83044,No
125892,Washington D.C.,Male,32,73779,No
125893,Washington D.C.,Male,43,83338,No
125894,Washington D.C.,Male,59,83858,No
125895,Washington D.C.,Female,51,68354,No
125896,Washington D.C.,Male,44,76633,No
125897,Washington D.C.,Male,63,79885,No
125898,Washington D.C.,Female,38,60290,No
125899,Washington D.C.,Male,58,77242,No
125900,Washington D.C.,Female,52,84083,No
125901,Washington D.C.,Female,58,84812,No
125902,Washington D.C.,Female,50,80603,No
125903,Washington D.C.,Female,48,73537,No
125904,Washington D.C.,Female,58,78446,No
125905,Washington D.C.,Male,35,81878,No
125906,Washington D.C.,Male,33,77329,No
125907,Washington D.C.,Female,46,68518,No
125908,Washington D.C.,Male,29,99563,No
125909,Washington D.C.,Male,49,75430,Yes
125910,Washington D.C.,Male,38,71298,No
125911,Washington D.C.,Male,27,59207,No
125912,Washington D.C.,Female,29,60900,No
125913,Washington D.C.,Male,28,89054,No
125914,Washington D.C.,Male,31,70326,No
125915,Washington D.C.,Male,52,72423,Yes
125916,Washington D.C.,Female,61,70115,No
125917,Washington D.C.,Female,35,70328,No
125918,Washington D.C.,Female,56,65751,No
125919,Washington D.C.,Male,55,80359,No
125920,Washington D.C.,Female,60,58069,Yes
125921,Washington D.C.,Male,63,79583,No
125922,Washington D.C.,Male,32,63497,No
125923,Washington D.C.,Female,64,71070,No
125924,Washington D.C.,Female,64,77724,Yes
125925,Washington D.C.,Female,52,41568,No
125926,Washington D.C.,Male,48,104436,Yes
125927,Washington D.C.,Male,36,67142,Yes
125928,Washington D.C.,Male,57,79262,No
125929,Washington D.C.,Male,50,82076,No
125930,Washington D.C.,Male,37,69269,No
125931,Washington D.C.,Female,64,48000,No
125932,Washington D.C.,Female,27,66454,Yes
125933,Washington D.C.,Male,40,72071,No
125934,Washington D.C.,Male,41,89776,No
125935,Washington D.C.,Male,54,84831,No
125936,Washington D.C.,Female,50,62913,No
125937,Washington D.C.,Female,36,54859,No
125938,Washington D.C.,Male,27,69782,No
125939,Washington D.C.,Female,30,76331,No
125940,Washington D.C.,Male,64,57723,No
125941,Washington D.C.,Female,50,73806,No
125942,Washington D.C.,Female,29,65830,No
125943,Washington D.C.,Female,28,37971,No
125944,Washington D.C.,Female,52,69319,No
125945,Washington D.C.,Male,52,62034,No
125946,Washington D.C.,Male,42,68311,No
125947,Washington D.C.,Male,54,62388,No
125948,Washington D.C.,Female,58,66283,No
125949,Washington D.C.,Male,36,78936,No
125950,Washington D.C.,Female,38,78816,Yes
125951,Washington D.C.,Female,26,68633,No
125952,Washington D.C.,Male,59,67218,No
125953,Washington D.C.,Male,42,71248,No
125954,Washington D.C.,Female,54,72840,No
125955,Washington D.C.,Female,47,59694,No
125956,Washington D.C.,Male,54,89208,No
125957,Washington D.C.,Male,54,81465,Yes
125958,Washington D.C.,Female,59,65627,No
125959,Washington D.C.,Male,63,89789,No
125960,Washington D.C.,Male,54,82305,No
125961,Washington D.C.,Male,31,68203,No
125962,Washington D.C.,Female,37,63212,No
125963,Washington D.C.,Male,62,65737,No
125964,Washington D.C.,Female,49,57724,No
125965,Washington D.C.,Female,63,55475,No
125966,Washington D.C.,Female,30,63660,No
125967,Washington D.C.,Male,41,68429,No
125968,Washington D.C.,Male,27,63690,No
125969,Washington D.C.,Male,45,72418,Yes
125970,Washington D.C.,Female,60,54226,No
125971,Washington D.C.,Female,55,54162,Yes
125972,Washington D.C.,Male,51,64338,No
125973,Washington D.C.,Female,57,68077,No
125974,Washington D.C.,Male,28,86152,No
125975,Washington D.C.,Female,38,88196,No
125976,Washington D.C.,Male,58,74114,No
125977,Washington D.C.,Male,41,74309,No
125978,Washington D.C.,Male,60,72871,No
125979,Washington D.C.,Female,64,68757,No
125980,Washington D.C.,Female,30,63095,No
125981,Washington D.C.,Female,30,56783,No
125982,Washington D.C.,Male,26,71623,No
125983,Washington D.C.,Male,44,57667,No
125984,Washington D.C.,Male,53,74202,Yes
125985,Washington D.C.,Male,57,58333,Yes
125986,Washington D.C.,Female,55,50688,No
125987,Washington D.C.,Female,26,68149,Yes
125988,Washington D.C.,Female,30,71855,No
125989,Washington D.C.,Male,41,60218,No
125990,Washington D.C.,Male,43,81368,No
125991,Washington D.C.,Female,31,64970,No
125992,Washington D.C.,Female,48,71199,No
125993,Washington D.C.,Male,30,71100,No
125994,Washington D.C.,Male,63,83068,Yes
125995,Washington D.C.,Female,32,55795,No
125996,Washington D.C.,Male,38,66214,No
125997,Washington D.C.,Female,58,63586,No
125998,Washington D.C.,Female,51,59917,No
125999,Washington D.C.,Male,53,82734,No
126000,Washington D.C.,Male,65,80988,No
126001,Washington D.C.,Female,45,71807,No
126002,Washington D.C.,Male,46,72503,No
126003,Washington D.C.,Female,61,64549,No
126004,Washington D.C.,Female,43,68255,No
126005,Washington D.C.,Female,53,59061,No
126006,Washington D.C.,Male,42,64349,Yes
126007,Washington D.C.,Male,51,84636,No
126008,Washington D.C.,Female,46,61062,No
126009,Washington D.C.,Male,62,76373,No
126010,Washington D.C.,Female,36,77311,No
126011,Washington D.C.,Male,39,67220,No
126012,Washington D.C.,Female,51,71237,No
126013,Washington D.C.,Female,64,61681,No
126014,Washington D.C.,Female,37,68221,No
126015,Washington D.C.,Female,63,63206,No
126016,Washington D.C.,Female,39,52577,No
126017,Washington D.C.,Female,26,59773,No
126018,Washington D.C.,Male,42,84858,No
126019,Washington D.C.,Female,57,59051,No
126020,Washington D.C.,Female,39,52992,No
126021,Washington D.C.,Male,41,85470,Yes
126022,Washington D.C.,Male,51,58120,No
126023,Washington D.C.,Female,33,53755,No
126024,Washington D.C.,Male,43,65183,No
126025,Washington D.C.,Male,55,63593,No
126026,Washington D.C.,Male,65,71483,No
126027,Washington D.C.,Male,27,91017,No
126028,Washington D.C.,Male,52,72445,No
126029,Washington D.C.,Male,42,68834,No
126030,Washington D.C.,Female,28,57881,No
126031,Washington D.C.,Male,28,74176,No
126032,Washington D.C.,Male,40,78137,No
126033,Washington D.C.,Male,40,76208,No
126034,Washington D.C.,Male,29,70057,No
126035,Washington D.C.,Female,44,55495,No
126036,Washington D.C.,Male,55,79176,No
126037,Washington D.C.,Male,46,66569,Yes
126038,Washington D.C.,Male,47,81903,No
126039,Washington D.C.,Female,59,61523,No
126040,Washington D.C.,Male,33,80381,No
126041,Washington D.C.,Male,35,83851,No
126042,Washington D.C.,Male,53,60428,No
126043,Washington D.C.,Female,55,49706,No
126044,Washington D.C.,Female,41,69892,No
126045,Washington D.C.,Male,28,71531,No
126046,Washington D.C.,Female,43,62489,No
126047,Washington D.C.,Male,56,85685,No
126048,Washington D.C.,Female,63,48171,No
126049,Washington D.C.,Male,38,62931,No
126050,Washington D.C.,Male,51,61906,No
126051,Washington D.C.,Female,38,58437,No
126052,Washington D.C.,Male,57,72560,No
126053,Washington D.C.,Female,33,42767,No
126054,Washington D.C.,Male,53,79365,No
126055,Washington D.C.,Male,29,76279,No
126056,Washington D.C.,Female,38,67423,No
126057,Washington D.C.,Male,45,68549,No
126058,Washington D.C.,Male,62,92078,No
126059,Washington D.C.,Male,38,55075,No
126060,Washington D.C.,Female,44,72715,No
126061,Washington D.C.,Female,30,59740,No
126062,Washington D.C.,Male,52,72816,No
126063,Washington D.C.,Male,30,81560,No
126064,Washington D.C.,Female,50,40226,Yes
126065,Washington D.C.,Female,56,71686,No
126066,Washington D.C.,Male,46,83527,No
126067,Washington D.C.,Male,31,74243,No
126068,Washington D.C.,Male,61,52665,No
126069,Washington D.C.,Male,37,67533,No
126070,Washington D.C.,Male,52,91984,No
126071,Washington D.C.,Male,62,89733,No
126072,Washington D.C.,Female,30,79938,No
126073,Washington D.C.,Female,54,61714,No
126074,Washington D.C.,Female,56,76761,No
126075,Washington D.C.,Female,59,63780,No
126076,Washington D.C.,Male,27,87060,No
126077,Washington D.C.,Male,31,88228,No
126078,Washington D.C.,Male,31,74477,No
126079,Washington D.C.,Female,62,87497,No
126080,Washington D.C.,Male,38,79411,No
126081,Washington D.C.,Female,51,46303,No
126082,Washington D.C.,Male,34,60321,No
126083,Washington D.C.,Female,48,62595,No
126084,Washington D.C.,Female,61,60742,No
126085,Washington D.C.,Male,38,86492,No
126086,Washington D.C.,Female,51,58810,No
126087,Washington D.C.,Male,62,61913,No
126088,Washington D.C.,Female,57,59794,No
126089,Washington D.C.,Female,28,54193,No
126090,Washington D.C.,Female,60,55920,No
126091,Washington D.C.,Male,40,77317,No
126092,Washington D.C.,Male,64,76296,No
126093,Washington D.C.,Male,33,72690,No
126094,Washington D.C.,Male,45,90379,No
126095,Washington D.C.,Female,33,71972,Yes
126096,Washington D.C.,Male,36,79649,No
126097,Washington D.C.,Female,42,66791,No
126098,Washington D.C.,Female,50,45001,No
126099,Washington D.C.,Female,62,66891,No
126100,Washington D.C.,Male,43,83356,No
126101,Washington D.C.,Female,38,64483,No
126102,Washington D.C.,Male,41,68405,No
126103,Washington D.C.,Male,53,70301,No
126104,Washington D.C.,Female,60,69427,No
126105,Washington D.C.,Female,41,56864,No
126106,Washington D.C.,Female,32,71429,No
126107,Washington D.C.,Male,31,72059,No
126108,Washington D.C.,Male,56,54652,No
126109,Washington D.C.,Male,62,69846,No
126110,Washington D.C.,Male,26,67364,Yes
126111,Washington D.C.,Male,60,73655,No
126112,Washington D.C.,Male,36,77559,No
126113,Washington D.C.,Male,51,67864,No
126114,Washington D.C.,Female,56,58275,No
126115,Washington D.C.,Male,52,82758,No
126116,Washington D.C.,Male,33,73594,No
126117,Washington D.C.,Female,43,87006,No
126118,Washington D.C.,Female,40,84579,No
126119,Washington D.C.,Male,40,84349,No
126120,Washington D.C.,Female,31,75904,No
126121,Washington D.C.,Male,38,81012,No
126122,Washington D.C.,Female,29,60450,No
126123,Washington D.C.,Male,25,66928,No
126124,Washington D.C.,Female,60,60112,No
126125,Washington D.C.,Male,26,86833,No
126126,Washington D.C.,Male,38,82303,Yes
126127,Washington D.C.,Male,50,79227,No
126128,Washington D.C.,Male,61,82778,No
126129,Washington D.C.,Female,55,58027,No
126130,Washington D.C.,Female,65,73008,No
126131,Washington D.C.,Male,45,94063,No
126132,Washington D.C.,Male,57,84942,No
126133,Washington D.C.,Male,54,77260,No
126134,Washington D.C.,Female,44,59680,No
126135,Washington D.C.,Male,34,89819,No
126136,Washington D.C.,Female,42,74895,No
126137,Washington D.C.,Female,59,55856,No
126138,Washington D.C.,Female,59,71788,No
126139,Washington D.C.,Female,48,59859,No
126140,Washington D.C.,Female,60,72779,No
126141,Washington D.C.,Female,63,59613,No
126142,Washington D.C.,Female,54,74329,No
126143,Washington D.C.,Female,61,49101,No
126144,Washington D.C.,Male,28,87516,No
126145,Washington D.C.,Male,30,77236,No
126146,Washington D.C.,Female,52,55317,No
126147,Washington D.C.,Male,29,51390,Yes
126148,Washington D.C.,Male,58,66930,No
126149,Washington D.C.,Male,60,84778,No
126150,Washington D.C.,Female,51,59157,No
126151,Washington D.C.,Male,46,68236,No
126152,Washington D.C.,Female,45,65606,No
126153,Washington D.C.,Female,38,50898,No
126154,Washington D.C.,Male,52,73392,Yes
126155,Washington D.C.,Male,63,71388,No
126156,Washington D.C.,Female,30,62735,Yes
126157,Washington D.C.,Female,57,67788,Yes
126158,Washington D.C.,Male,63,61529,No
126159,Washington D.C.,Female,62,57488,No
126160,Washington D.C.,Female,41,73004,No
126161,Washington D.C.,Male,61,90955,No
126162,Washington D.C.,Male,28,78605,No
126163,Washington D.C.,Female,32,63911,No
126164,Washington D.C.,Male,29,74607,No
126165,Washington D.C.,Female,51,42397,Yes
126166,Washington D.C.,Male,62,83031,No
126167,Washington D.C.,Male,59,75701,No
126168,Washington D.C.,Female,63,86982,No
126169,Washington D.C.,Female,46,60066,No
126170,Washington D.C.,Female,55,75802,No
126171,Washington D.C.,Female,57,56937,No
126172,Washington D.C.,Female,46,73247,No
126173,Washington D.C.,Female,35,69649,No
126174,Washington D.C.,Male,55,94043,No
126175,Washington D.C.,Female,41,61276,No
126176,Washington D.C.,Male,52,62872,Yes
126177,Washington D.C.,Female,44,84521,No
126178,Washington D.C.,Male,45,80752,No
126179,Washington D.C.,Male,52,67619,No
126180,Washington D.C.,Male,38,66113,Yes
126181,Washington D.C.,Female,35,52449,No
126182,Washington D.C.,Female,30,54640,No
126183,Washington D.C.,Female,60,72294,No
126184,Washington D.C.,Male,42,73035,No
126185,Washington D.C.,Female,26,61408,No
126186,Washington D.C.,Female,37,76173,No
126187,Washington D.C.,Male,27,72310,No
126188,Washington D.C.,Male,63,91737,Yes
126189,Washington D.C.,Female,62,64293,No
126190,Washington D.C.,Female,36,58108,No
126191,Washington D.C.,Male,36,85883,No
126192,Washington D.C.,Male,43,67386,No
126193,Washington D.C.,Male,28,74161,No
126194,Washington D.C.,Female,56,63246,No
126195,Washington D.C.,Male,46,67319,No
126196,Washington D.C.,Female,30,63868,No
126197,Washington D.C.,Female,34,77888,No
126198,Washington D.C.,Female,30,54406,No
126199,Washington D.C.,Male,44,72494,No
126200,Washington D.C.,Male,45,70789,No
126201,Washington D.C.,Male,26,57647,No
126202,Washington D.C.,Male,47,85392,No
126203,Washington D.C.,Female,56,72133,No
126204,Washington D.C.,Female,58,68434,No
126205,Washington D.C.,Male,61,61622,No
126206,Washington D.C.,Male,50,84613,No
126207,Washington D.C.,Female,28,73663,No
126208,Washington D.C.,Male,46,79403,No
126209,Washington D.C.,Male,36,84665,Yes
126210,Washington D.C.,Male,62,85330,No
126211,Washington D.C.,Male,33,91418,No
126212,Washington D.C.,Female,34,71511,No
126213,Washington D.C.,Male,28,85434,No
126214,Washington D.C.,Female,34,76162,No
126215,Washington D.C.,Female,63,59736,No
126216,Washington D.C.,Female,59,72049,No
126217,Washington D.C.,Female,30,74693,No
126218,Washington D.C.,Male,55,69619,No
126219,Washington D.C.,Female,64,69967,No
126220,Washington D.C.,Male,37,85931,No
126221,Washington D.C.,Male,28,52572,No
126222,Washington D.C.,Male,43,72760,No
126223,Washington D.C.,Female,44,67299,No
126224,Washington D.C.,Male,29,65217,No
126225,Washington D.C.,Male,33,81889,Yes
126226,Washington D.C.,Female,47,60398,No
126227,Washington D.C.,Male,46,77353,No
126228,Washington D.C.,Female,64,76065,No
126229,Washington D.C.,Male,35,75472,No
126230,Washington D.C.,Male,25,84264,No
126231,Washington D.C.,Female,57,54099,No
126232,Washington D.C.,Male,37,64441,No
126233,Washington D.C.,Male,26,70266,No
126234,Washington D.C.,Male,42,85704,No
126235,Washington D.C.,Male,48,78370,No
126236,Washington D.C.,Male,63,72990,Yes
126237,Washington D.C.,Male,59,83579,No
126238,Washington D.C.,Female,37,63841,No
126239,Washington D.C.,Female,57,68863,No
126240,Washington D.C.,Female,51,51736,No
126241,Washington D.C.,Female,61,81138,No
126242,Washington D.C.,Female,41,73727,No
126243,Washington D.C.,Male,37,91717,No
126244,Washington D.C.,Female,48,59695,No
126245,Washington D.C.,Female,30,60810,No
126246,Washington D.C.,Female,53,75155,No
126247,Washington D.C.,Female,62,72519,No
126248,Washington D.C.,Male,37,60379,No
126249,Washington D.C.,Male,49,69200,No
126250,Washington D.C.,Male,48,74875,Yes
126251,Washington D.C.,Female,58,66842,No
126252,Washington D.C.,Female,28,52343,No
126253,Washington D.C.,Female,36,70072,No
126254,Washington D.C.,Male,39,74899,No
126255,Washington D.C.,Male,49,81114,No
126256,Washington D.C.,Female,59,60421,No
126257,Washington D.C.,Male,45,68018,No
126258,Washington D.C.,Male,58,49878,Yes
126259,Washington D.C.,Female,43,58768,No
126260,Washington D.C.,Male,28,77134,No
126261,Washington D.C.,Female,41,66845,No
126262,Washington D.C.,Female,36,57055,No
126263,Washington D.C.,Female,53,71905,No
126264,Washington D.C.,Male,61,74122,No
126265,Washington D.C.,Male,36,52109,No
126266,Washington D.C.,Male,57,68357,No
126267,Washington D.C.,Male,36,71405,No
126268,Washington D.C.,Male,63,71133,No
126269,Washington D.C.,Male,26,73971,No
126270,Washington D.C.,Male,40,64621,No
126271,Washington D.C.,Male,34,84427,No
126272,Washington D.C.,Male,27,80831,No
126273,Washington D.C.,Male,31,74067,No
126274,Washington D.C.,Male,58,64439,Yes
126275,Washington D.C.,Female,47,65486,No
126276,Washington D.C.,Female,33,51094,No
126277,Washington D.C.,Male,61,88124,No
126278,Washington D.C.,Male,52,76370,No
126279,Washington D.C.,Male,31,72062,Yes
126280,Washington D.C.,Male,51,77186,No
126281,Washington D.C.,Female,49,59794,No
126282,Washington D.C.,Male,63,62289,No
126283,Washington D.C.,Male,60,53778,No
126284,Washington D.C.,Male,46,79007,No
126285,Washington D.C.,Female,57,41954,No
126286,Washington D.C.,Male,48,67022,No
126287,Washington D.C.,Male,62,66230,No
126288,Washington D.C.,Female,48,78963,Yes
126289,Washington D.C.,Male,28,78740,No
126290,Washington D.C.,Male,47,90653,No
126291,Washington D.C.,Male,62,74471,No
126292,Washington D.C.,Female,45,75136,No
126293,Washington D.C.,Female,44,41123,Yes
126294,Washington D.C.,Male,27,57817,No
126295,Washington D.C.,Male,54,87305,No
126296,Washington D.C.,Male,63,72978,No
126297,Washington D.C.,Male,31,63510,No
126298,Washington D.C.,Male,45,56925,No
126299,Washington D.C.,Male,62,91463,No
126300,Washington D.C.,Female,29,63239,Yes
126301,Washington D.C.,Female,49,58893,Yes
126302,Washington D.C.,Male,55,65880,No
126303,Washington D.C.,Male,43,87365,No
126304,Washington D.C.,Male,53,74084,Yes
126305,Washington D.C.,Male,58,78835,No
126306,Washington D.C.,Female,42,59491,Yes
126307,Washington D.C.,Male,32,79809,No
126308,Washington D.C.,Female,33,67930,No
126309,Washington D.C.,Female,26,47524,No
126310,Washington D.C.,Female,26,66221,No
126311,Washington D.C.,Female,45,67105,No
126312,Washington D.C.,Female,63,85158,No
126313,Washington D.C.,Female,55,40637,No
126314,Washington D.C.,Female,48,65231,No
126315,Washington D.C.,Male,56,59729,No
126316,Washington D.C.,Male,65,79799,No
126317,Washington D.C.,Male,61,60808,No
126318,Washington D.C.,Female,56,68025,No
126319,Washington D.C.,Female,60,75333,No
126320,Washington D.C.,Male,32,104300,No
126321,Washington D.C.,Male,57,69771,No
126322,Washington D.C.,Female,53,66423,No
126323,Washington D.C.,Male,52,81047,No
126324,Washington D.C.,Male,47,76213,No
126325,Washington D.C.,Female,47,76551,No
126326,Washington D.C.,Female,55,75001,No
126327,Washington D.C.,Female,33,78225,No
126328,Washington D.C.,Male,60,75876,No
126329,Washington D.C.,Female,60,95338,No
126330,Washington D.C.,Male,29,72765,No
126331,Washington D.C.,Female,43,68107,No
126332,Washington D.C.,Male,64,62916,No
126333,Washington D.C.,Male,50,75724,No
126334,Washington D.C.,Female,32,62029,No
126335,Washington D.C.,Female,26,72624,No
126336,Washington D.C.,Female,29,54058,No
126337,Washington D.C.,Female,40,57905,No
126338,Washington D.C.,Male,63,78319,No
126339,Washington D.C.,Female,28,66551,Yes
126340,Washington D.C.,Female,50,63954,No
126341,Washington D.C.,Female,58,49758,No
126342,Washington D.C.,Male,36,74930,No
126343,Washington D.C.,Male,42,80572,No
126344,Washington D.C.,Female,26,57373,No
126345,Washington D.C.,Male,35,88912,No
126346,Washington D.C.,Female,44,75245,No
126347,Washington D.C.,Female,26,48023,No
126348,Washington D.C.,Female,47,71771,No
126349,Washington D.C.,Male,59,81718,No
126350,Washington D.C.,Female,54,56211,No
126351,Washington D.C.,Female,56,67154,No
126352,Washington D.C.,Male,38,87909,No
126353,Washington D.C.,Male,62,68779,No
126354,Washington D.C.,Male,34,76919,No
126355,Washington D.C.,Male,55,69923,No
126356,Washington D.C.,Female,48,69391,No
126357,Washington D.C.,Female,26,65337,No
126358,Washington D.C.,Male,41,68034,No
126359,Washington D.C.,Female,61,63567,No
126360,Washington D.C.,Female,60,77381,No
126361,Washington D.C.,Male,41,75958,No
126362,Washington D.C.,Male,65,85601,No
126363,Washington D.C.,Female,30,57582,No
126364,Washington D.C.,Female,63,60597,No
126365,Washington D.C.,Male,60,65161,No
126366,Washington D.C.,Male,52,80883,No
126367,Washington D.C.,Male,44,79358,No
126368,Washington D.C.,Male,62,66289,No
126369,Washington D.C.,Male,26,79013,No
126370,Washington D.C.,Male,48,70787,No
126371,Washington D.C.,Female,37,69416,No
126372,Washington D.C.,Female,40,58898,No
126373,Washington D.C.,Male,57,74047,No
126374,Washington D.C.,Male,46,78065,Yes
126375,Washington D.C.,Male,59,90623,No
126376,Washington D.C.,Male,42,81208,No
126377,Washington D.C.,Male,37,65459,No
126378,Washington D.C.,Male,33,59730,No
126379,Washington D.C.,Male,55,76209,No
126380,Washington D.C.,Female,44,71081,No
126381,Washington D.C.,Male,44,67066,No
126382,Washington D.C.,Female,43,60231,No
126383,Washington D.C.,Male,49,78797,No
126384,Washington D.C.,Female,56,76424,No
126385,Washington D.C.,Male,45,90693,No
126386,Washington D.C.,Male,62,81695,No
126387,Washington D.C.,Male,46,82821,Yes
126388,Washington D.C.,Female,58,69696,No
126389,Washington D.C.,Female,48,80504,No
126390,Washington D.C.,Female,34,62920,No
126391,Washington D.C.,Female,50,56410,No
126392,Washington D.C.,Female,60,58774,No
126393,Washington D.C.,Female,27,50943,No
126394,Washington D.C.,Male,62,66016,No
126395,Washington D.C.,Female,44,59556,No
126396,Washington D.C.,Male,39,69963,No
126397,Washington D.C.,Male,35,70230,Yes
126398,Washington D.C.,Female,65,64507,Yes
126399,Washington D.C.,Female,59,56675,No
126400,Washington D.C.,Female,50,80732,No
126401,Washington D.C.,Female,56,48011,No
126402,Washington D.C.,Male,46,65144,No
126403,Washington D.C.,Male,35,76897,No
126404,Washington D.C.,Male,62,76677,No
126405,Washington D.C.,Female,60,68864,No
126406,Washington D.C.,Female,32,70207,No
126407,Washington D.C.,Male,60,68963,No
126408,Washington D.C.,Male,46,79192,No
126409,Washington D.C.,Female,32,70139,No
126410,Washington D.C.,Male,63,73910,No
126411,Washington D.C.,Male,51,72282,No
126412,Washington D.C.,Male,54,53611,No
126413,Washington D.C.,Male,43,74531,No
126414,Washington D.C.,Female,49,74750,No
126415,Washington D.C.,Male,30,63665,No
126416,Washington D.C.,Male,29,75546,Yes
126417,Washington D.C.,Female,35,49264,No
126418,Washington D.C.,Male,26,59032,No
126419,Washington D.C.,Male,34,85061,Yes
126420,Washington D.C.,Male,41,68125,No
126421,Washington D.C.,Female,25,64453,No
126422,Washington D.C.,Male,47,67884,No
126423,Washington D.C.,Female,26,72719,No
126424,Washington D.C.,Female,31,67968,No
126425,Washington D.C.,Male,60,77314,No
126426,Washington D.C.,Female,58,68685,No
126427,Washington D.C.,Female,40,85334,No
126428,Washington D.C.,Male,31,80480,No
126429,Washington D.C.,Male,46,104601,No
126430,Washington D.C.,Male,35,82703,No
126431,Washington D.C.,Female,51,63014,No
126432,Washington D.C.,Male,41,90281,No
126433,Washington D.C.,Male,26,77207,No
126434,Washington D.C.,Male,35,75278,No
126435,Washington D.C.,Male,49,67992,No
126436,Washington D.C.,Female,63,63254,No
126437,Washington D.C.,Male,63,83477,No
126438,Washington D.C.,Male,65,59901,No
126439,Washington D.C.,Female,37,62679,No
126440,Washington D.C.,Female,52,57164,No
126441,Washington D.C.,Male,53,71810,No
126442,Washington D.C.,Male,29,79133,No
126443,Washington D.C.,Male,56,82502,No
126444,Washington D.C.,Female,57,51215,No
126445,Washington D.C.,Male,40,75909,No
126446,Washington D.C.,Male,30,58720,No
126447,Washington D.C.,Male,31,70614,No
126448,Washington D.C.,Male,29,68412,No
126449,Washington D.C.,Male,58,75946,No
126450,Washington D.C.,Female,47,77494,No
